FileNo,APINo,SpudDate,completion mo,CurrentWellName,CurrentOperator,Wellbore,WellType,WellStatus,Latitude,Longitude
21466,33061018770000,2/10/13,7/1/13,WILLIAM USA  31-2H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.84678242,-102.5430679
25347,33007017940000,5/18/13,7/1/13,ROCKY RIDGE-FRITZ  1,"WILLISTON EXPLORATION, LLC",VERTICAL,OG,IA,46.68136904,-103.2813545
24858,33105029870000,2/10/13,7/1/13,STAR  21X-14F,XTO ENERGY INC.,HORIZONTAL,OG,IA,48.16789672,-103.12034
24367,33025019880000,2/26/13,7/1/13,MHA  2-04-03H-149-91,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.75069102,-102.3412724
22803,33025016870000,7/21/12,7/1/13,LK-OBRIGEWITCH  146-97-3427H-4,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.4163964,-103.0221916
23759,33061022460000,4/5/13,7/1/13,JOHN PAUL  11-2H-155-91,ARSENAL ENERGY USA INC.,HORIZONTAL,OG,A,48.25572154,-102.3457011
23446,33061022020000,4/9/13,7/1/13,EN-PEDERSON  154-94-0409H-4,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.1959662,-102.7676603
21453,33061018730000,11/15/12,7/1/13,WATERBOND   2-27-34H,"SLAWSON EXPLORATION COMPANY, INC.",HORIZONTAL,OG,A,47.87553201,-102.4444477
22213,33061019960000,2/1/13,7/1/13,GEORGE EVANS  14-23HD,"WPX ENERGY WILLISTON, LLC",HORIZONTAL,OG,A,47.82012695,-102.4131803
24267,33023009410000,4/16/13,7/1/13,TITAN   3625-6TFH,SAMSON RESOURCES COMPANY,HORIZONTAL,OG,A,48.98027776,-103.4721242
22954,33089007010000,3/29/13,7/1/13,DIETZ  11-18PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.86076064,-103.2281533
24034,33105028430000,1/25/13,7/1/13,DOVER  3-30H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.22519849,-103.2001185
24968,33013017040000,3/13/13,7/1/13,SONORA  6094 42-24H,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.66291713,-102.7695366
24860,33089007610000,3/28/13,7/1/13,DIETZ  14-7PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.86075984,-103.2283333
24859,33089007600000,3/29/13,7/1/13,DIETZ  34-7PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.86076144,-103.2279733
25113,33025020810000,3/21/13,7/1/13,GLENN SCOTT  24-31H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.24251656,-102.7719463
24294,33105028740000,2/9/13,7/1/13,LANGVED   1-35H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.28487168,-102.8638726
22212,33061019950000,3/26/13,7/1/13,GEORGE EVANS  14-23HZ,"WPX ENERGY WILLISTON, LLC",HORIZONTAL,OG,A,47.82012762,-102.4133841
24268,33023009420000,4/14/13,7/1/13,MONTCLAIR  0112-5TFH,SAMSON RESOURCES COMPANY,HORIZONTAL,OG,A,48.98027752,-103.4722283
24610,33105029420000,2/27/13,7/1/13,P WOOD  154-98-2-27-34-16H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13865159,-103.2649768
23887,33053044220000,11/1/12,7/1/13,EVELAND 30-19  1H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,47.95029193,-104.0413318
22958,33105026280000,3/22/13,7/1/13,NSI  23-24H,"ZAVANNA, LLC",HORIZONTAL,OG,A,48.15573921,-103.3751046
25217,33061024810000,5/10/13,7/1/13,HANSEN  21-20H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.0655124,-102.4105151
24657,33023009760000,2/14/13,7/1/13,FARVER  2-29H4,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.66131457,-103.1182563
18005,33033002940000,7/20/10,7/1/13,JONES  44-35,WHITING OIL AND GAS CORPORATION,VERTICAL,OG,A,47.15529614,-103.9431335
23623,33053043370000,10/17/12,7/1/13,LILLIBRIDGE  20-17-2H,ABRAXAS PETROLEUM CORP.,HORIZONTAL,OG,A,47.79167798,-102.9920505
24366,33025019870000,2/28/13,7/1/13,MHA  4-04-03H-149-91,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.75076778,-102.3412724
23622,33053043360000,10/26/12,7/1/13,LILLIBRIDGE  20-17-1H,ABRAXAS PETROLEUM CORP.,HORIZONTAL,OG,A,47.79167872,-102.9919202
23507,33053042970000,1/3/13,7/1/13,FORT BERTHOLD  152-93-17D-08-5H,"HRC OPERATING, LLC",HORIZONTAL,OG,A,47.9782778,-102.6044504
24611,33105029430000,2/25/13,7/1/13,P WOOD  154-98-2-27-34-16H3A,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13860774,-103.264874
24896,33061023990000,3/1/13,7/1/13,JERIYOTE  4-32-5TFH,"SLAWSON EXPLORATION COMPANY, INC.",HORIZONTAL,OG,A,47.94977603,-102.4771184
24370,33061023200000,12/15/12,7/1/13,EN-WEYRAUCH A-154-93-  1720H-5,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.16721765,-102.6591309
22917,33025017130000,3/16/13,7/1/13,MATTHEW SCHMIDT   2-35-2H-144-97,OXY USA INC.,HORIZONTAL,OG,A,47.25642092,-102.9435701
23413,33053042530000,1/26/13,7/1/13,HEGG  21-29SH,XTO ENERGY INC.,HORIZONTAL,OG,A,47.78926046,-103.2516291
23648,33053043460000,11/13/12,7/1/13,COPPER DRAW  24-22MBH 3SH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.79057003,-102.9524758
24760,33061023800000,2/10/13,7/1/13,KNOX  5393 44-4T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.09628424,-102.6370855
24563,33061023500000,2/24/13,7/1/13,CARRIE  3-34-33H,FIDELITY EXPLORATION & PRODUCTION COMPANY,HORIZONTAL,OG,A,48.10546304,-102.483995
25156,33053048520000,4/22/13,7/1/13,COLUMBUS FEDERAL  1-16H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.07484583,-103.6696512
24449,33023009540000,2/8/13,7/1/13,LEGAARD  2-25HNA,SM ENERGY COMPANY,HORIZONTAL,OG,A,48.92301355,-103.736782
24564,33061023510000,2/21/13,7/1/13,FREDERICK  3-34-33H,FIDELITY EXPLORATION & PRODUCTION COMPANY,HORIZONTAL,OG,A,48.10532598,-102.483995
24565,33061023520000,2/17/13,7/1/13,MALLORY  3-34-33H,FIDELITY EXPLORATION & PRODUCTION COMPANY,HORIZONTAL,OG,A,48.10518893,-102.4839991
22918,33025017140000,3/21/13,7/1/13,MATTHEW SCHMIDT   3-35-2H-144-97,OXY USA INC.,HORIZONTAL,OG,A,47.25642206,-102.9433685
25191,33053048680000,4/9/13,7/1/13,PONCHO  3-3-10BH,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.75984307,-102.8276065
25712,33009023210000,6/19/13,7/1/13,LEGACY ET AL BERNSTEIN  12-7H,"LEGACY OIL & GAS ND, INC.",HORIZONTAL,OG,A,48.95687685,-100.5757091
24689,33053046980000,3/4/13,7/1/13,BW-SHARON  150-100-2536H-2,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.79105196,-103.4229671
25025,33061024320000,4/24/13,7/1/13,FOLDA  5393 43-4T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.09624695,-102.6409765
23729,33105027970000,11/4/12,7/1/13,DELORME  12-1 3H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.16779493,-103.866592
24279,33053045510000,3/15/13,7/1/13,TRIANGLE  150-101-36-25-5H,TRIANGLE USA PETROLEUM CORPORATION,HORIZONTAL,OG,A,47.76279733,-103.5543679
24278,33053045500000,3/19/13,7/1/13,TRIANGLE  150-101-36-25-6H,TRIANGLE USA PETROLEUM CORPORATION,HORIZONTAL,OG,A,47.76279714,-103.5545714
24952,33061024100000,3/19/13,7/1/13,LENI  5693 42-11B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.34242232,-102.6036643
23269,33053042240000,7/22/12,7/1/13,BEAR DEN  24-1621H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.80484495,-102.7217651
24380,33105028930000,4/10/13,7/1/13,PIERRE  3-21H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.22754358,-103.1691527
24505,33053046310000,2/3/13,7/1/13,BB-STATE-  151-96-3625H-4,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.84824494,-102.9024825
24761,33061023810000,2/10/13,7/1/13,GLORIA  5393 44-4B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.09628476,-102.6368807
25317,33061025060000,4/25/13,7/1/13,BANDIT  3-29H,"SLAWSON EXPLORATION COMPANY, INC.",HORIZONTAL,OG,A,47.96211799,-102.3569845
25096,33023010160000,4/23/13,7/1/13,ALEXANDRIA  1-26-35H,HUNT OIL COMPANY,HORIZONTAL,OG,A,48.74896506,-103.6318854
23625,33053043390000,10/10/12,7/1/13,LILLIBRIDGE  20-17-4H,ABRAXAS PETROLEUM CORP.,HORIZONTAL,OG,A,47.79167652,-102.9923112
25192,33053048690000,4/12/13,7/1/13,PONCHO  4-3-10BH,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.75983485,-102.8278345
23888,33053044230000,12/1/12,7/1/13,GYDA 31-6  1H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,47.95029151,-104.0412297
24953,33061024110000,5/24/13,7/1/13,SPOTTED RABBIT   14-23HY,"WPX ENERGY WILLISTON, LLC",HORIZONTAL,OG,A,47.81805977,-102.4240344
23554,33053043170000,1/24/13,7/1/13,FORT BERTHOLD  152-94-14D-11-4H,"HRC OPERATING, LLC",HORIZONTAL,OG,A,47.97843614,-102.6679302
23624,33053043380000,10/13/12,7/1/13,LILLIBRIDGE  20-17-3H,ABRAXAS PETROLEUM CORP.,HORIZONTAL,OG,A,47.79167725,-102.9921809
24357,33061023170000,1/6/13,7/1/13,EN-HERMANSON  154-93-0235H-3,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.18401256,-102.5920825
25255,33105030310000,4/7/13,7/1/13,CAVALLI STATE  156-100-9-4-11TFH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.34328417,-103.5488299
22802,33025016860000,7/19/12,7/1/13,LK-DUKART  145-97-0310H-3,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.41639773,-103.0219894
25316,33061025050000,4/27/13,7/1/13,MAMBA  3-20H,"SLAWSON EXPLORATION COMPANY, INC.",HORIZONTAL,OG,A,47.96212612,-102.3570866
24553,33061023420000,12/21/12,7/1/13,VAN HOOK  24-1415H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.97902376,-102.2919113
24141,33007017600000,3/12/13,7/1/13,TALKINGTON FEDERAL  11-27PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.91841634,-103.2800091
24140,33007017590000,3/14/13,7/1/13,TALKINGTON FEDERAL  21-27PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.9184172,-103.2798288
24607,33105029390000,2/13/13,7/1/13,P WOOD  154-98-4-27-34-14H3,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13889282,-103.2782156
23412,33053042520000,2/21/13,7/1/13,HEGG  21-29SEH,XTO ENERGY INC.,HORIZONTAL,OG,A,47.78926014,-103.2514459
24951,33061024090000,3/13/13,7/1/13,REYNOLDS  5693 42-11T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.3424227,-102.6038701
24402,33053045920000,1/31/13,7/1/13,KOESER  3X-26HB,SM ENERGY COMPANY,HORIZONTAL,OG,A,47.78874272,-103.1875345
24404,33053045940000,2/2/13,7/1/13,KOESER  3X-26HA,SM ENERGY COMPANY,HORIZONTAL,OG,A,47.78874454,-103.188308
24569,33053046610000,2/15/13,7/1/13,INIGO  5200 43-20B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.9652587,-103.5056673
23647,33053043450000,1/3/13,7/1/13,LILLIBRIDGE  24-22TFH 3NH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.79057038,-102.9522926
24403,33053045930000,2/2/13,7/1/13,KOESER  3-26H,SM ENERGY COMPANY,HORIZONTAL,OG,A,47.78874363,-103.1879213
24954,33061024120000,4/27/13,7/1/13,SPOTTED RABBIT  14-23HW,"WPX ENERGY WILLISTON, LLC",HORIZONTAL,OG,A,47.81806043,-102.4242381
24552,33061023410000,12/22/12,7/1/13,VAN HOOK  131-1415H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.97902338,-102.2921156
24856,33061023900000,2/24/13,7/1/13,VAN HOOK  23-2526H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.95048364,-102.2662004
23732,33105028000000,11/12/12,7/1/13,BOOTS  13-24 4TFH,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.16779463,-103.866223
24435,33053046030000,3/30/13,7/1/13,BW-HEIDI-HO  149-99-3526H-1,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.67535426,-103.3152196
24570,33053046620000,2/18/13,7/1/13,SHIELDS  5200 43-20T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.96525816,-103.5058716
24606,33105029380000,2/10/13,7/1/13,P WOOD  154-98-4-27-34-13HA,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13889282,-103.2783385
24973,33025020640000,3/21/13,7/1/13,BRIGNER  24-24H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.3564564,-102.6029378
24139,33007017580000,3/17/13,7/1/13,TALKINGTON FEDERAL  41-27PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.91841806,-103.2796486
24481,33025020100000,12/25/12,7/1/13,CCU MERIWETHER  24-19TFH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.52834997,-102.832076
24016,33105028400000,3/13/13,7/1/13,COLFAX  2-19H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.40237845,-103.3894762
24015,33105028390000,3/10/13,7/1/13,COLFAX  3-19H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.40237786,-103.3892908
23302,33053042380000,8/26/12,7/1/13,TIMBER CREEK  13-24 1TFH,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,47.9051858,-103.5513108
24416,33061023270000,2/1/13,7/1/13,GARRAFFA  5693 41-11B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.34254152,-102.6088489
24398,33025019900000,12/18/12,7/1/13,MHA  1-04-33H-150-92,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.74168874,-102.4604748
23901,33053044250000,4/23/13,7/1/13,YOUNG   31-30 1H,"ZAVANNA, LLC",HORIZONTAL,OG,A,47.76230136,-103.7795666
24162,33007017660000,3/19/13,7/1/13,PRONGHORN FEDERAL  44-10PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.94942353,-103.2810772
24861,33053047520000,3/7/13,7/1/13,BW-SHARON  150-100-2536H-3,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.79118903,-103.4229671
25319,33061025070000,5/1/13,7/1/13,CHRISTA  5393 12-9B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.09492664,-102.6481568
23730,33105027980000,11/7/12,7/1/13,BOOTS  13-24 3H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.16779483,-103.866469
24371,33061023210000,12/18/12,7/1/13,EN-WEYRAUCH A-154-93-  1720H-6,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.16721765,-102.659336
23267,33053042220000,8/5/12,7/1/13,BEAR DEN  17-16H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.80511915,-102.7217991
24399,33025019910000,12/14/12,7/1/13,MHA  3-04-33H-150-92,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.74171095,-102.4603886
23270,33053042250000,7/20/12,7/1/13,BEAR DEN   8-1621H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,47.8047106,-102.7217501
24960,33061024130000,2/20/13,7/1/13,WAYZETTA  155-2636H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,48.04402832,-102.2222657
24160,33007017640000,3/22/13,7/1/13,PRONGHORN FEDERAL  34-10PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.94942044,-103.2814379
25695,33075014420000,6/12/13,7/1/13,STOA  41-1 2H,FLATIRONS RESOURCES LLC,HORIZONTAL,OG,A,48.5455363,-101.7137718
24503,33053046290000,1/28/13,7/1/13,BB-STATE-  151-96-3625H-2,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.8482434,-102.9020748
24762,33053047180000,3/4/13,7/1/13,TRUE FEDERAL  21-3 3-10H,TRUE OIL LLC,HORIZONTAL,OG,A,47.58791433,-103.5368915
24482,33025020110000,1/26/13,7/1/13,CCU MERIWETHER  24-19MBH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.52835037,-102.8319339
23725,33025018560000,4/6/13,7/1/13,LK-TROTTER-146-97-  3625H-4,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.41639342,-102.9853876
24605,33105029370000,2/8/13,7/1/13,P WOOD  154-98-4-27-34-13H3,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13889282,-103.2784615
24678,33105029550000,4/24/13,7/1/13,MCGREGOR  3-22H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.57625778,-102.9482809
22800,33025016850000,7/16/12,7/1/13,LK-OBRIGEWITCH  146-97-3427H-3,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.41639906,-103.0217872
23445,33061022010000,4/11/13,7/1/13,EN-PEDERSON  154-94-0409H-5,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.19588349,-102.767495
25342,33061025160000,6/22/13,7/1/13,CURT BRAAFLAT  11-11H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.09381045,-102.3509526
25153,33053048490000,3/20/13,7/1/13,DWYER  150-101-21-16-2H,TRIANGLE USA PETROLEUM CORPORATION,HORIZONTAL,OG,A,47.79177859,-103.6096631
25154,33053048500000,3/22/13,7/1/13,DWYER  150-101-21-16-3H,TRIANGLE USA PETROLEUM CORPORATION,HORIZONTAL,OG,A,47.79177859,-103.6094595
25232,33053048800000,5/10/13,7/1/13,TALON  1-9-4H,"EMERALD OIL, INC",HORIZONTAL,OG,A,47.73140185,-103.7488018
24483,33025020120000,2/25/13,7/1/13,CCU PRAIRIE ROSE  21-30MBH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.52835088,-102.8317515
25320,33061025080000,5/4/13,7/1/13,KRAY  5393 12-9T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,48.09492612,-102.6483615
24400,33025019920000,12/12/12,7/1/13,MHA  2-04-33H-150-92,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.74173594,-102.4602912
24161,33007017650000,3/21/13,7/1/13,PRONGHORN FEDERAL  41-15PH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,46.94942198,-103.2812576
25171,33023010180000,5/11/13,7/1/13,PULV  31-30-162-99H 1PB,SM ENERGY COMPANY,HORIZONTAL,OG,A,48.80811369,-103.5839619
25176,33061024660000,,7/1/13,MURRAY  13-3H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.01203177,-102.319799
24457,33053046120000,1/14/13,7/1/13,ERICKSON  152-103-26-35-1H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.96149568,-103.8256117
24604,33105029360000,2/5/13,7/1/13,P WOOD  154-98-4-27-34-13HB,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.13889282,-103.2785844
23645,33053043430000,3/26/13,7/1/13,LILLIBRIDGE  24-22MBH 2NH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.79057118,-102.9519261
21859,33007017090000,5/6/13,7/1/13,SKURUPEY   1-9H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,47.12579625,-103.1094215
25044,33061024400000,3/7/13,7/1/13,BURKE  41-3204H,"EOG RESOURCES, INC.",HORIZONTAL,OG,A,48.21025778,-102.2828365
24906,33025020580000,3/28/13,7/1/13,CCU MERIWETHER  34-19TFH,BURLINGTON RESOURCES OIL & GAS COMPANY LP,HORIZONTAL,OG,A,47.53063169,-102.8288593
24561,33061023480000,1/3/13,7/1/13,EN-HERMANSON-154-93-  0235H-4,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,48.1838755,-102.5920835
25350,33061025210000,5/29/13,7/1/13,CARL KANNIANEN  24-33H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.11112648,-102.3863935
24401,33025019930000,12/9/12,7/1/13,MHA  4-04-33H-150-92,QEP ENERGY COMPANY,HORIZONTAL,OG,A,47.74175818,-102.4601977
23974,33105028260000,10/25/12,7/1/13,ROSE 12-13  7H,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.18204506,-103.4783017
23731,33105027990000,11/10/12,7/1/13,DELORME  12-1 4TFH,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.16779473,-103.866346
24006,33105028340000,2/22/13,7/1/13,COLUMBIA   5-5H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.28356298,-103.1765516
24974,33025020650000,4/9/13,7/1/13,JULIUS HANSON  21-25H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.35645621,-102.6027359
24005,33105028330000,2/20/13,7/1/13,COLUMBIA   4-5H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.28356188,-103.1763666
24643,33053046840000,2/17/13,7/1/13,SHERMAN  5200 41-20T,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.96556282,-103.5140542
25271,33053049040000,5/21/13,7/1/13,HOLM  150-99-13-24-2H,NEWFIELD PRODUCTION COMPANY,HORIZONTAL,OG,A,47.81834284,-103.2993889
24646,33053046870000,2/22/13,7/1/13,PIKES  5200 41-20B,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL,OG,A,47.96509023,-103.5144677
24658,33023009770000,2/16/13,7/1/13,FARVER  3-29H2,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.66131495,-103.1174284
24330,33105028810000,12/6/12,7/1/13,CPEUSC SYLVEN  11-2-158N-100W,CRESCENT POINT ENERGY U.S. CORP.,HORIZONTAL,OG,A,48.51716126,-103.568531
24035,33105028440000,3/8/13,8/1/13,HARTFORD  2-19H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.22520149,-103.2009396
25270,33053049030000,5/23/13,8/1/13,HOLM  150-99-13-24-3H,NEWFIELD PRODUCTION COMPANY,HORIZONTAL,OG,A,47.81834136,-103.2992056
25570,33105030820000,5/29/13,8/1/13,JOHNSON  7-25-36H,"HRC OPERATING, LLC",HORIZONTAL,OG,A,48.40267533,-103.8003192
25032,33053048020000,2/26/13,8/1/13,ERICKSON  152-103-26-35-2H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.96146806,-103.8255667
25614,33023010370000,6/21/13,8/1/13,TRINA DIANE  15-22H,MUREX PETROLEUM CORPORATION,HORIZONTAL,OG,A,48.86500208,-103.7780409
24790,33053047230000,3/1/13,8/1/13,SMOKEY  16-7-19-16H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.73311076,-103.2661025
25515,33061025470000,5/26/13,8/1/13,RIGEL STATE  11-16XH,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,48.07998761,-102.3927719
24504,33053046300000,1/31/13,8/1/13,BB-STATE-  151-96-3625H-3,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.84824417,-102.9022787
24943,33053047780000,3/22/13,8/1/13,SAX  41X-26D,XTO ENERGY INC.,HORIZONTAL,OG,A,47.87589285,-103.1795293
24036,33105028450000,3/11/13,8/1/13,HARTFORD  3-19H,"CONTINENTAL RESOURCES, INC.",HORIZONTAL,OG,A,48.22520216,-103.2011244
24600,33105029350000,4/22/13,8/1/13,LEON  21-8H-0817-15895-TF,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",HORIZONTAL,OG,A,48.53103093,-102.9871282
23973,33105028250000,12/26/12,8/1/13,ROSE 12-13  2TFH,STATOIL OIL & GAS LP,HORIZONTAL,OG,A,48.18204448,-103.4784248
21857,33025015380000,4/3/13,8/1/13,LK-ESTHER-146-97-  3328H-1,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.41615753,-103.0481124
24599,33105029340000,4/25/13,8/1/13,LARENA  21-8H-0817-15895-MB,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",HORIZONTAL,OG,A,48.53103103,-102.9869218
25752,33009023240000,6/30/13,8/1/13,LEGACY ET AL BERNSTEIN  13-7 2H,"LEGACY OIL & GAS ND, INC.",HORIZONTAL,OG,A,48.9530859,-100.5758964
25076,33025020730000,4/6/13,8/1/13,CHARLES TOMPKINS  1-31-30H-144-97,OXY USA INC.,HORIZONTAL,OG,A,47.24007592,-103.0242267
25257,33053048920000,4/17/13,8/1/13,VOLL  14-32-1H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.76288039,-104.0314721
22799,33025016840000,7/14/12,8/1/13,LK-DUKART  145-97-0310H-2,"HESS BAKKEN INVESTMENTS II, LLC",HORIZONTAL,OG,A,47.41640039,-103.021585
25258,33053048930000,5/13/13,8/1/13,KUYKENDALL  34-31-1H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.76263367,-104.0314734
24972,33025020630000,2/27/13,8/1/13,NELSON  11-25H,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.35645659,-102.6031397
24010,33061022890000,3/10/13,8/1/13,CUMMINGS USA  41-6TFH,MARATHON OIL COMPANY,HORIZONTAL,OG,A,47.84616689,-102.4938421
25048,33053048100000,4/26/13,8/1/13,SORENSON  152-96-24D-13-7H,"PETRO-HUNT, L.L.C.",HORIZONTAL,OG,A,47.96427408,-102.9010783
24269,33023009430000,4/11/13,8/1/13,TITAN   3625-5TFH,SAMSON RESOURCES COMPANY,HORIZONTAL,OG,IA,48.98027728,-103.4723325
24863,33053047540000,6/3/12,8/1/13,GREGORY WRIGHT FEDERAL  41-5H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.67343646,-103.3160217
25376,33089007760000,6/13/13,8/1/13,KUBAS  12-1H,FIDELITY EXPLORATION & PRODUCTION COMPANY,HORIZONTAL,OG,A,46.94964581,-102.9827167
24862,33053047530000,5/5/13,8/1/13,GREGORY WRIGHT FEDERAL  41-5-2H,WHITING OIL AND GAS CORPORATION,HORIZONTAL,OG,A,47.6734361,-103.315778
